"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option1 Linked To","Option2 name","Option2 value","Option2 Linked To","Option3 name","Option3 value","Option3 Linked To","Price","Compare-at price","Cost per item","Charge tax","Tax code","Unit price total measure","Unit price total measure unit","Unit price base measure","Unit price base measure unit","Inventory tracker","Inventory quantity","Continue selling when out of stock","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text","Variant image URL","Gift card","SEO title","SEO description","Color (product.metafields.shopify.color-pattern)","Google Shopping / Google product category","Google Shopping / Gender","Google Shopping / Age group","Google Shopping / Manufacturer part number (MPN)","Google Shopping / Ad group name","Google Shopping / Ads labels","Google Shopping / Condition","Google Shopping / Custom product","Google Shopping / Custom label 0","Google Shopping / Custom label 1","Google Shopping / Custom label 2","Google Shopping / Custom label 3","Google Shopping / Custom label 4"
"INDONÉSIA A FAMOSA .50 6000j","indonesia-a-famosa-50-6000j","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Unidade de Linha Indon&eacute;sia Dente de Tubar&atilde;o A FAMOSA .50 DO CHEF&Atilde;O&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">na Paila de 6000 jds</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">n&uacute;mero 40&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">MATERIAL NYLON</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 6000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>","Dente de Tubarão","","Dente de Tubarão Indonésia","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","316.2","","","TRUE","","","","","","","","DENY","1500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/6b25eaa5-1d5b-473c-993d-675e58c5f1b4-1e09ef67d7cb0316c417509734594504-640-0.webp","1","INDONÉSIA A FAMOSA .50 6000j","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"INDONÉSIA FAMOSA .50 1000j","indonesia-famosa-50-1000j","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Unidade de Linha Indon&eacute;sia Dente de Tubar&atilde;o A FAMOSA .50 DO CHEF&Atilde;O&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">no Carretel de 1000 jds</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">n&uacute;mero 40&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">MATERIAL NYLON</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 1000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>","Dente de Tubarão","","Dente de Tubarão Indonésia","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","85.4","","","TRUE","","","","","","","","DENY","500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-2025-03-26-13-19-51-462ee12f4518d9c8fa17430286336617-640-0.webp","1","INDONÉSIA FAMOSA .50 1000j","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"CAMISA DENTE DE TUBARÃO TAMANHO ""G"" sem Manga","camisa-dente-de-tubarao-tamanho-g-sem-manga","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Camisa Dente de Tubar&atilde;o Tamanho &rdquo; G &rdquo;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #515151; font-family: Helvetica Neue, Helvetica, Arial, sans-serif;""><span style=""font-size: 14px;""><strong>sem Manga&nbsp;</strong></span></span></p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Composi&ccedil;&atilde;o da malha .</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Nome da malha &ndash; dray<br style=""box-sizing: border-box;"" />Prote&ccedil;&atilde;o uv 20% utra</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTO ILUSTRATIVA NEM TODAS CAMISAS TEM O N&Uacute;MERO NA PARTE DAS COSTAS</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","66.0","","","TRUE","","","","","","shopify","0","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-b010f3b131cb4812b117203216172191-640-0.webp","1","CAMISA DENTE DE TUBARÃO TAMANHO ""G"" sem Manga","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""G""","camisa-nautica-dente-de-tubarao-protecao-uv-tamanho-g","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">1- Camisa N&Aacute;UTICA Dente de Tubar&atilde;o Prote&ccedil;&atilde;o UV Tamanho&rdquo; G &rdquo;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Composi&ccedil;&atilde;o da malha .</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">Dry Premium protect 96% Poli&eacute;ster 3% elastano<br style=""box-sizing: border-box;"" />Prote&ccedil;&atilde;o UV 60</p>","Dente de Tubarão","","CAMISAS DT","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","76.0","","","TRUE","","","","","","shopify","2","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/whatsapp-image-2024-07-06-at-11-55-52-2-44c68cb07fcbf0bd4117203196582526-640-0.jpeg","1","CAMISA NÁUTICA DENTE DE TUBARÃO PROTEÇÃO UV TAMANHO ""G""","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 100JDS - ÁSPERA -","dente-de-tubarao-100jds-aspera","<h2 style=""text-align: center;"">1 Unidade Linha Dente de Tubar&atilde;o no Carretel&nbsp; 100jds &nbsp;&Aacute;spera</h2>

<h4 style=""text-align: center;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</h4>

<h4 style=""text-align: center;"">Aproximadamente 200Jds</h4>","Dente de Tubarão","","DENTE DE TUBARÃO - 50J - 100JDS  - 200JDS  - FIO 10 - 1 P","","FALSE","Draft","","","Title","Default Title","","","","","","","","11.0","","","TRUE","","","","","","shopify","0","DENY","200","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20220820-wa0085-4c832e0fd48e189cbb17360018648398-640-0.webp","1","DENTE DE TUBARÃO 100JDS - ÁSPERA -","","FALSE","","","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"BONÉ DENTE DE TUBARÃO BEGE","bone-dente-de-tubarao-camuflado-copia","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Modelo : Aba Curva</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Emblema FRENTE : Bordado</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Cor: BEGE</p>","Dente de Tubarão","","Bonés Dente de Tubarão","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","49.0","","","TRUE","","","","","","shopify","1","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20240611-wa0163-ab6d6dd6ddc93a757517181576671033-640-0.webp","1","BONÉ DENTE DE TUBARÃO BEGE","","FALSE","","","","","","5 a 13 anos","","","","New","FALSE","","","","",""
"BONÉ DENTE DE TUBARÃO CAMUFLADO","bone-dente-de-tubarao-roxo-copia","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Modelo : Aba Curva</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Emblema FRENTE : Bordado</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">Cor: CAMUFLADO</p>","Dente de Tubarão","","Bonés Dente de Tubarão","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","49.0","","","TRUE","","","","","","shopify","3","DENY","300","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20240611-wa0157-81e5a313033122284a17181576136749-640-0.webp","1","BONÉ DENTE DE TUBARÃO CAMUFLADO","","FALSE","","","","","","5 a 13 anos","","","","New","FALSE","","","","",""
"DENTE DE TUBARÃO 12000j Fio 4 4P LISA","dente-de-tubarao-12000j-fio-4-4p-lisa","<h2 style=""box-sizing: border-box; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 1.1; color: #515151; margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">2 Unidades de 6000j na Paila 12000 jds Fio 04 4P Lisa&nbsp;&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">APROXIMADAMENTE&nbsp; 12000 JDS</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">OBS: FOTOS ILUSTRATIVAS, SER&Atilde;O ENVIADAS AS CORES DISPON&Iacute;VEIS EM ESTOQUE.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;"">&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><span style=""color: #e03e2d;"">ATEN&Ccedil;&Atilde;O</span>&nbsp;</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: #515151; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-weight: bold;""><strong>N&atilde;o receber a encomenda caso esteja com a embalagem violada aparentando que o produto foi danificado.</strong>&nbsp;<span style=""color: #e03e2d;"">Devolva imediatamente ao entregador !</span></p>","Dente de Tubarão","","DENTE DE TUBARÃO - 12000 JDS -","carretel de linha, carretilha de linha pipa, carretilha de madeira, dente de tubarao, ferias pipa, linha de pipa, pipa","TRUE","Active","","","Title","Default Title","","","","","","","","505.5","","","TRUE","","","","","","","","DENY","4000","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/photo-output-3-be6ef3e48b7a95787b17430254812692-640-0.webp","1","DENTE DE TUBARÃO 12000j Fio 4 4P LISA","","FALSE","","","","","","","","","","New","FALSE","","","","",""
"INDONÉSIA BAD SKULL- 2000 JDS L","indonesia-bad-skull-2000-jds-copia1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Unidade de Linha Indon&eacute;sia BAD SKULL N&uacute;mero 22 GELASAN SUPER SILICON</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">no Carretel de 2000&nbsp;jds</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">ALGOD&Atilde;O</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">IMPORTADA</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: &nbsp;DISPON&Iacute;VEIS EM ESTOQUE APENAS ESSA UNIDADE&nbsp;</p>","Dente de Tubarão","","Dente de Tubarão Indonésia","anzol, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, combate, dente de tubarao, diamante, diamante pipas, ferias pipa, fibra, funk, indonesia, linha de pipa, naylon, netim do relo, nylon, pezoca, pipa, pipa combate, rabiola, tubarao","FALSE","Draft","","","Title","Default Title","","","","","","","","160.0","","","TRUE","","","","","","shopify","0","DENY","400","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20240427-wa0007-d7c32e219f1334149117143224132548-640-0.webp","1","INDONÉSIA BAD SKULL- 2000 JDS L","","FALSE","","","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"LINHA INDIAN - 2000 JDS","indonesia-platinun-2000-jds-copia1","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Unidade de Linha&nbsp; NDIAN&nbsp; N&uacute;mero 26 GELASAN BANDUNG</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">no Carretel de 2000&nbsp;jds</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">IMPORTADA</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: &nbsp;DISPON&Iacute;VEIS EM ESTOQUE APENAS ESSA UNIDADE&nbsp;</p>","Dente de Tubarão","","Dente de Tubarão Indonésia","anzol, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, combate, dente de tubarao, diamante, diamante pipas, ferias pipa, fibra, funk, indonesia, linha de pipa, naylon, netim do relo, nylon, pezoca, pipa, pipa combate, rabiola, tubarao","FALSE","Draft","","","Title","Default Title","","","","","","","","160.0","","","TRUE","","","","","","shopify","0","DENY","400","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20240427-wa0011-21b92d66f5e21a60d617142545974502-640-0.webp","1","LINHA INDIAN - 2000 JDS","","FALSE","","","","","Masculino","Adulto","","","","New","FALSE","","","","",""
"INDONÉSIA DENTE DE TUBARÃO - 2000 JDS","indonesia-platinun-2000-jds-copia","<h2 style=""box-sizing: border-box; font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; line-height: 1.1; color: rgb(81, 81, 81); margin-top: 20px; margin-bottom: 10px; font-size: 30px;"">Descri&ccedil;&atilde;o</h2>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">1- Unidade de Linha Indon&eacute;sia DENTE DE TUBAR&Atilde;O N&uacute;mero 35&nbsp; &nbsp;EDI&Ccedil;&Atilde;O JOKER PRODUCTIONS&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">no Carretel de 2000&nbsp;jds&nbsp; &nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">IMPORTADA DA INDONESIA&nbsp;</p>

<p style=""box-sizing: border-box; margin: 0px 0px 10px; color: rgb(81, 81, 81); font-family: &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 14px; font-weight: 700;"">OBS: &nbsp;DISPON&Iacute;VEIS EM ESTOQUE APENAS ESSA UNIDADE&nbsp;</p>","Dente de Tubarão","","Dente de Tubarão Indonésia","anzol, carretel de linha, carretilha de linha pipa, carretilha de madeira, chefao, combate, dente de tubarao, diamante, diamante pipas, ferias pipa, fibra, funk, indonesia, linha de pipa, naylon, netim do relo, nylon, pezoca, pipa, pipa combate, rabiola, tubarao","FALSE","Draft","","","Title","Default Title","","","","","","","","200.0","","","TRUE","","","","","","shopify","0","DENY","500","g","TRUE","manual","https://acdn-us.mitiendanube.com/stores/002/383/186/products/img-20240427-wa0005-2ed558544b1dce42f217142543068074-640-0.webp","1","INDONÉSIA DENTE DE TUBARÃO - 2000 JDS","","FALSE","","","","","Masculino","Adulto","","","","New","FALSE","","","","",""
